# Id_interactions,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,label
16881,418924,0,18,0,0,4,0,3,0,1,1
16923,493394,4,2,0,0,28,0,0,0,2,1
16987,488707,2,0,57,0,0,7,0,0,2,1
16999,432887,0,20,0,0,4,0,3,0,1,1
17002,474729,49,0,24,1,0,2,0,0,5,1
17049,488733,0,0,0,0,40,0,0,0,2,1
17050,311862,0,21,0,0,0,0,0,0,2,1
17091,646982,2,58,0,2,0,0,0,0,1,1
17092,414267,0,20,0,0,4,0,3,0,1,1
17099,330462,0,2,0,0,39,0,0,0,2,1
17100,605123,9,0,14,0,0,3,0,0,1,1
17180,437451,60,21,0,8,6,0,11,0,13,1
17313,446801,49,0,22,1,0,2,0,0,5,1
17386,465419,49,0,24,1,0,2,0,0,5,1
17387,460764,49,0,24,1,0,2,0,0,5,1
17388,465419,49,0,24,1,0,2,0,0,5,1
17429,474729,49,0,24,1,0,2,0,0,5,1
17430,400308,2,12,0,0,4,0,3,0,1,1
17498,470074,49,0,24,1,0,2,0,0,5,1
17591,516645,2,0,49,0,0,7,0,0,2,1
17836,456109,49,0,24,1,0,2,0,0,5,1
18182,470074,49,0,24,1,0,2,0,0,5,1
18183,470074,49,0,24,1,0,2,0,0,5,1
19101,442204,1,2,0,0,14,0,0,0,4,1
19102,437549,1,2,0,0,14,0,0,0,4,1
19296,474782,4,0,0,0,22,0,0,0,2,1
19297,470134,1,2,0,0,14,0,0,0,4,1
19298,437458,53,21,0,8,6,0,11,0,13,1
19299,474745,4,0,52,0,0,7,0,0,2,1
19300,512020,0,0,0,0,28,0,0,0,2,1
19301,833087,19,0,90,22,0,21,0,0,6,1
19302,414271,0,2,0,0,20,0,0,0,2,1
19303,400304,0,18,0,0,4,0,3,0,1,1
20663,456109,49,0,24,1,0,2,0,0,5,1
21286,1117112,19,0,52,0,0,15,0,0,2,1
21575,432843,18,33,0,11,0,8,0,0,2,1
21576,404959,0,18,0,0,4,0,3,0,1,1
21578,446796,51,0,23,1,0,4,0,0,5,1
21579,470074,49,0,24,1,0,2,0,0,5,1
21740,483947,0,37,0,22,0,4,0,108,2,1
21795,428148,53,21,0,8,6,0,11,0,13,1
21816,446850,0,22,0,0,4,0,3,0,1,1
21817,516687,2,0,0,0,0,0,0,0,16,1
21818,437544,0,18,0,0,4,0,3,0,1,1
21819,279294,0,2,2,0,0,0,0,0,2,1
21900,474784,0,18,0,0,4,0,3,0,1,1
21901,442204,1,2,0,0,14,0,0,0,4,1
21902,484088,0,2,0,0,28,0,0,0,2,1
21923,484033,49,0,27,1,0,5,0,0,5,1
21924,442153,49,0,15,1,0,2,0,0,5,1
21945,456164,0,18,0,0,4,0,3,0,1,1
21946,493394,0,0,0,0,34,0,0,0,2,1
21957,474729,49,0,24,1,0,2,0,0,5,1
21958,400306,0,16,0,0,4,0,3,0,1,1
21959,1005392,19,0,52,0,0,15,0,0,2,1
21960,1107825,55,0,7,0,0,1,0,0,2,1
21991,1070585,55,0,7,0,0,1,0,0,2,1
21992,512022,9,0,15,0,0,3,0,0,1,1
21993,321152,0,2,0,0,39,0,0,0,2,1
21994,316497,0,2,0,0,39,0,0,0,2,1
21995,493400,0,0,0,0,28,0,0,0,2,1
21996,437546,0,16,0,0,4,0,3,0,1,1
21997,1089205,55,0,7,0,0,1,0,0,2,1
21998,451461,51,0,15,1,0,2,0,0,5,1
21999,479407,0,0,49,0,0,7,0,0,2,1
22000,428232,0,20,0,0,4,0,3,0,1,1
22032,1056620,55,0,7,0,0,1,0,0,2,1
22033,595789,5,42,0,0,1,0,2,0,1,1
22034,437544,0,18,0,0,4,0,3,0,1,1
22035,437544,0,18,0,0,4,0,3,0,1,1
22036,283942,3,0,0,0,8,0,0,0,2,1
22037,395647,0,20,0,0,4,0,3,0,1,1
22038,437547,4,0,0,0,17,0,0,0,2,1
22039,442199,0,18,0,0,4,0,3,0,1,1
22040,451456,49,0,22,1,0,2,0,0,5,1
22061,488708,4,0,54,0,0,7,0,0,2,1
22062,498041,4,0,0,0,38,0,0,0,2,1
22063,1112480,55,0,7,0,0,1,0,0,2,1
22064,418922,0,20,0,0,4,0,3,0,1,1
22065,1121681,38,0,94,22,0,18,0,0,2,1
22066,651635,2,60,0,2,0,0,0,0,1,1
22074,446854,0,18,0,0,4,0,3,0,1,1
22075,474723,49,0,27,1,0,5,0,0,5,1
22253,470118,4,0,0,0,31,0,0,0,2,1
22254,428188,18,33,0,11,0,8,0,0,2,1
22255,325842,0,0,0,0,6,0,0,0,2,1
22256,451454,49,0,24,1,0,2,0,0,5,1
22356,488754,1,2,0,0,14,0,0,0,4,1
22607,479447,0,5,0,0,4,0,8,0,1,1
23207,1075211,19,0,58,0,0,15,0,0,2,1
23208,651635,2,60,0,2,0,0,0,0,1,1
23209,670257,60,2,0,0,0,0,0,0,1,1
23210,595789,5,42,0,0,1,0,2,0,1,1
23211,498022,2,0,52,0,0,7,0,0,2,1
23329,493372,0,0,49,0,0,7,0,0,2,1
23341,1079895,55,0,7,0,0,1,0,0,2,1
23342,1103170,55,0,7,0,0,1,0,0,2,1
23343,1121786,59,0,7,0,0,1,0,0,2,1
23364,386349,0,0,0,0,14,0,0,0,2,1
23365,451511,0,0,17,0,0,4,0,0,3,1
23407,674910,2,60,0,2,0,0,0,0,1,1
23408,451454,49,0,24,1,0,2,0,0,5,1
23409,656290,2,60,0,2,0,0,0,0,1,1
23410,390923,29,21,0,16,7,0,11,0,13,1
23411,684220,2,60,0,2,0,0,0,0,1,1
23412,679565,2,60,0,2,0,0,0,0,1,1
23413,460807,4,2,0,0,30,0,0,0,2,1
23414,428234,0,18,0,0,4,0,3,0,1,1
23553,307180,0,2,0,0,46,0,0,0,2,1
23804,1014721,59,0,7,0,0,1,0,0,2,1
26103,437508,2,46,0,0,6,0,7,0,1,1
26157,600460,9,0,22,0,0,3,0,0,1,1
26827,502703,4,0,0,0,31,0,0,0,2,1
26828,470094,2,0,50,0,0,7,0,0,2,1
26829,442153,18,33,0,11,0,8,0,0,2,1
26830,474751,0,0,50,0,0,7,0,0,2,1
26831,390871,0,26,0,9,0,4,0,108,2,1
26832,409491,0,26,0,9,0,4,0,108,2,1
26833,344433,4,0,0,0,31,0,0,0,2,1
26834,400304,0,18,0,0,4,0,3,0,1,1
26835,1065901,74,2,12,0,2,2,0,0,2,1
26970,283942,3,0,0,0,8,0,0,0,2,1
27068,479378,49,0,27,1,0,5,0,0,5,1
30051,1107802,19,0,52,0,0,15,0,0,2,1
12248,209270,4,3,0,0,0,0,0,0,8,1
12281,57268,4,3,0,0,0,0,0,0,3,1
13168,174022,13,0,1,0,0,0,0,0,1,1
13258,215870,8,0,0,0,12,0,0,0,4,1
13342,220276,8,0,0,0,12,0,0,0,4,1
11955,280342,0,29,0,0,4,0,0,0,1,1
11976,272014,0,29,0,0,4,0,0,0,1,1
11977,274790,0,29,0,0,4,0,0,0,1,1
11978,272014,0,29,0,0,4,0,0,0,1,1
11979,274790,0,29,0,0,4,0,0,0,1,1
12315,238721,5,0,0,0,9,0,0,0,1,1
12316,222073,0,0,0,0,6,0,0,0,1,1
12317,238721,5,0,0,0,9,0,0,0,1,1
12318,219297,0,0,0,0,6,0,0,0,1,1
12319,269150,91,20,0,0,3,1,4,1,2,1
13164,216517,5,0,0,0,5,0,0,0,1,1
13169,208192,4,0,0,0,3,0,0,0,1,1
13191,247060,0,0,0,0,3,0,0,0,1,1
13192,549580,41,2,0,0,24,0,0,0,1,1
13213,197080,5,0,0,0,10,0,0,0,1,1
13214,205413,5,0,0,0,5,0,0,0,1,1
13235,230396,4,1,0,0,6,0,0,0,1,1
13256,222070,6,0,0,0,2,0,0,0,2,1
13257,185974,1,11,0,0,3,0,1,0,2,1
13259,299780,2,0,20,0,0,5,0,0,1,1
13301,194315,0,0,0,0,4,0,0,0,1,1
13439,205419,0,0,0,0,3,0,0,0,2,1
13462,222070,5,0,0,0,4,0,0,0,1,1
13506,241505,0,0,0,0,6,0,0,0,1,1
13527,283047,87,0,0,0,13,0,0,0,5,1
13713,466325,9,1,0,0,32,0,0,0,1,1
13714,219301,0,0,0,0,2,0,0,0,1,1
13810,233181,0,0,0,0,2,0,0,0,1,1
13853,258150,4,0,0,0,13,0,0,0,1,1
14018,494107,0,17,0,0,1,0,1,0,2,1
14019,163669,95,0,0,0,17,0,0,0,3,1
14231,166539,0,0,0,0,20,0,0,0,1,1
14484,194299,5,0,0,0,15,0,0,0,1,1
14539,263699,2,0,14,0,0,4,0,0,1,1
14540,238717,5,0,0,0,13,0,0,0,1,1
14541,272032,9,1,0,0,5,0,0,0,1,1
14542,188753,0,9,0,0,3,0,1,0,2,1
14543,505209,17,0,0,0,5,0,0,0,1,1
14559,291453,2,0,19,0,0,5,0,0,1,1
14587,274803,2,0,14,0,0,4,0,0,1,1
14589,252589,2,0,19,0,0,5,0,0,1,1
14590,496881,17,0,0,0,5,0,0,0,1,1
14593,185968,5,0,0,0,17,0,0,0,2,1
14594,219293,6,0,0,0,4,0,0,0,1,1
14636,452452,0,32,0,0,1,0,1,0,2,1
14637,316349,95,0,0,0,15,0,0,0,5,1
14638,247046,4,0,0,0,13,0,0,0,1,1
14639,219293,6,0,0,0,4,0,0,0,1,1
14703,496892,0,8,0,0,1,0,1,0,2,1
15463,340392,0,29,1,0,1,0,0,0,2,1
16882,331280,0,45,1,0,11,0,8,0,2,1
12136,79729,2,0,3,0,0,5,0,0,1,1
12157,77951,4,0,6,0,0,6,0,0,1,1
12158,76179,4,0,6,0,0,6,0,0,1,1
12159,77951,4,0,6,0,0,6,0,0,1,1
12212,79723,4,0,6,0,0,6,0,0,1,1
12213,79723,4,0,6,0,0,6,0,0,1,1
12214,79729,2,0,3,0,0,5,0,0,1,1
12215,79723,4,0,6,0,0,6,0,0,1,1
12216,79723,4,0,6,0,0,6,0,0,1,1
12217,77957,2,0,3,0,0,5,0,0,1,1
12218,83273,2,0,3,0,0,5,0,0,1,1
12219,77951,4,0,6,0,0,6,0,0,1,1
12220,81495,4,0,6,0,0,6,0,0,1,1
12221,77951,4,0,6,0,0,6,0,0,1,1
12222,81495,4,0,6,0,0,6,0,0,1,1
12125,889152,128,25,20,10,5,3,0,0,1,1
15939,213427,5,50,0,10,0,0,1,0,2,1
12601,268646,4,30,0,5,0,0,1,0,2,1
28641,433189,2,147,0,22,0,14,0,4,3,1
26333,471133,2,201,0,32,0,14,0,8,3,1
28642,663925,266,61,17,0,41,10,4,1,1,1
26434,436198,2,88,0,20,0,10,0,6,2,1
26487,434386,2,97,0,20,0,10,0,6,2,1
23221,223167,12,2,1,0,1,0,0,0,1,1
12663,141218,0,0,11,0,0,0,0,0,1,1
12704,141218,0,0,11,0,0,0,0,0,1,1
12705,194781,0,13,0,0,3,0,1,0,2,1
12875,141218,0,0,11,0,0,0,0,0,1,1
12898,194781,0,13,0,0,3,0,1,0,2,1
12919,199651,0,13,0,0,3,0,1,0,2,1
12991,141218,0,0,11,0,0,0,0,0,1,1
12992,192346,0,14,0,0,3,0,0,0,2,1
13053,141218,0,0,11,0,0,0,0,0,1,1
13054,141218,0,0,11,0,0,0,0,0,1,1
12949,268760,28,1,14,0,5,2,0,1,1,1
12950,180512,0,6,0,0,0,0,2,0,2,1
13119,1022347,0,14,0,2,0,1,0,3,1,1
14588,1058014,0,12,0,2,0,1,0,2,1,1
15204,980729,0,19,0,4,0,1,0,6,1,1
15436,1058014,0,12,0,2,0,1,0,2,1,1
22479,1075843,0,14,0,2,0,1,0,3,1,1
22520,1046123,0,14,0,2,0,1,0,3,1,1
22521,974786,0,18,0,4,0,1,0,6,1,1
13162,423332,41,1,14,0,5,2,0,0,1,1
15431,512445,61,0,6,6,9,3,0,0,2,1
15432,395510,0,27,1,0,2,0,0,0,1,1
15433,501340,1,34,0,0,4,0,5,0,6,1
15434,306394,0,10,0,0,0,0,0,0,1,1
15435,495744,0,0,65,0,0,7,0,0,3,1
15495,963765,0,12,0,2,0,1,0,2,1,1
16183,2089099,11,10,2,2,0,0,0,0,1,1
18863,506911,1,34,0,0,4,0,5,0,6,1
22142,1715678,155,13,8,0,6,6,0,1,1,1
22683,295245,6,10,0,0,1,0,0,0,1,1
27416,300816,6,10,0,0,1,0,0,0,1,1
30100,428807,1,131,0,0,22,0,5,0,1,1
13165,239812,9,27,2,0,2,0,0,0,2,1
13391,1076937,3,129,0,28,0,14,0,0,5,1
26901,208918,0,0,40,0,0,3,0,0,1,1
26902,244461,7,0,55,0,0,6,0,0,1,1
26903,257823,0,0,40,0,0,4,0,0,1,1
26904,231078,4,90,0,0,18,0,1,0,1,1
17593,1043329,0,16,0,2,0,1,0,3,1,1
15291,1090102,68,0,25,0,8,3,0,2,2,1
13811,228319,0,65,0,3,0,1,0,0,1,1
13852,395827,9,0,0,0,0,0,0,0,14,1
13997,160958,32,1,3,0,9,2,0,0,2,1
14461,189326,0,0,82,0,0,11,0,0,1,1
14272,143384,3,0,0,0,11,1,0,0,1,1
14369,126630,0,0,0,0,23,0,0,0,1,1
14517,148685,10,0,0,57,0,0,0,0,12,1
14518,150973,0,0,41,0,0,0,2,0,2,1
14558,417476,2,23,1,9,0,5,0,3,1,1
14635,287010,1,0,0,0,30,0,0,0,4,1
14640,297448,1,0,0,0,30,0,0,0,4,1
21139,260915,1,0,0,0,30,0,0,0,4,1
26694,266134,1,0,0,0,30,0,0,0,4,1
26695,266134,1,0,0,0,30,0,0,0,4,1
29978,276572,1,0,0,0,30,0,0,0,4,1
14591,214911,2,0,37,0,0,4,0,0,2,1
14592,303161,5,0,79,0,0,16,0,0,3,1
14641,149229,0,0,43,0,0,0,2,0,2,1
14642,146960,10,0,0,66,0,0,0,0,12,1
15916,140259,10,0,0,86,0,0,0,0,9,1
14726,130532,48,1,9,1,6,7,0,3,1,1
14727,7744,2,1,0,0,0,0,0,0,2,1
14790,300211,6,45,0,6,0,0,2,0,2,1
17554,466421,0,0,0,0,65,0,0,0,8,1
25407,305598,2,0,0,0,20,0,0,0,14,1
25408,386014,1,0,0,0,43,0,0,0,6,1
26880,444813,74,134,10,0,13,0,1,0,1,1
26062,271784,12,45,2,0,2,0,0,0,1,1
15041,1174953,153,3,43,0,15,7,0,5,1,1
21593,1179482,67,9,2,3,0,0,0,1,1,1
15092,187871,0,0,8,0,0,0,0,0,1,1
15093,138554,32,0,0,0,13,0,0,0,1,1
15094,135480,0,25,0,0,1,0,0,0,1,1
29977,180654,13,0,0,0,8,0,0,0,1,1
15182,331519,23,1,26,1,0,8,0,0,7,1
22449,375513,0,0,0,0,16,0,0,0,1,1
15203,1641940,246,47,27,16,9,4,0,0,1,1
16449,400235,4,0,44,0,0,7,0,0,2,1
15559,406512,9,0,0,0,0,0,0,0,13,1
20436,1068603,5,119,0,24,0,9,0,16,6,1
15706,460027,19,16,2,0,6,0,8,0,2,1
15749,183015,94,19,4,0,0,0,0,0,12,1
26154,333418,48,5,0,4,3,0,0,1,1,1
15895,170783,3,0,72,1,0,2,0,0,2,1
15917,138619,11,0,0,66,1,0,0,0,17,1
15918,140940,5,0,33,1,0,6,2,0,1,1
16133,113263,10,0,0,0,18,0,0,0,1,1
16404,190817,0,55,0,0,2,0,0,0,3,1
16608,195255,0,0,0,0,60,0,0,0,1,1
16871,190883,0,6,0,0,0,0,0,0,1,1
17147,119415,0,30,0,2,0,2,0,0,1,1
17248,480775,8,12,1,0,0,0,0,0,11,1
17255,254061,0,0,18,0,0,4,0,0,2,1
17245,395607,2,7,0,0,0,0,0,0,1,1
17234,461733,13,0,0,0,25,0,0,0,1,1
17258,738478,49,2,8,0,10,1,0,3,2,1
17346,243806,0,26,1,0,5,0,1,0,1,1
17367,79173,25,1,2,0,7,2,0,1,1,1
17599,108235,12,0,0,0,17,0,0,0,1,1
17651,93018,12,0,0,0,25,1,0,0,2,1
17652,107190,1,0,25,0,0,2,0,0,1,1
17653,101103,17,0,0,0,27,0,0,0,3,1
25865,212392,15,4,0,0,0,0,0,0,4,1
17674,376817,1,0,0,0,74,0,0,0,16,1
17695,1019177,0,17,0,2,0,1,0,3,1,1
17696,1046144,145,76,2,25,5,0,5,3,1,1
18019,1097383,150,62,22,11,6,6,0,1,1,1
18250,528176,0,52,1,0,16,0,4,0,1,1
18962,234709,2,0,10,0,0,4,0,0,1,1
21544,237997,0,24,0,0,9,0,1,0,1,1
21545,241303,0,24,0,0,9,0,1,0,1,1
26955,261907,0,5,0,0,0,0,0,0,1,1
24278,180444,22,1,2,0,6,1,0,2,2,1
20251,239926,0,52,0,0,3,0,2,0,1,1
20678,319299,64,0,0,0,24,1,0,0,2,1
21339,354131,0,22,0,0,4,0,2,0,1,1
21548,68795,0,0,0,0,0,0,0,0,1,1
21552,72323,0,0,0,0,0,0,0,0,1,1
21553,68773,14,2,0,1,0,0,0,0,6,1
23532,68773,14,2,0,1,0,0,0,0,6,1
21549,78296,18,3,0,1,0,0,0,0,12,1
21550,76431,18,3,0,1,0,0,0,0,12,1
21554,76431,18,3,0,1,0,0,0,0,12,1
21551,87029,8,0,0,0,0,0,0,0,6,1
21696,268975,66,3,23,0,7,3,0,3,2,1
21697,80165,0,12,1,0,1,0,1,0,1,1
21698,61145,0,6,1,0,2,0,0,0,1,1
21699,86974,0,0,0,0,0,0,0,0,2,1
21956,392624,0,0,0,0,17,0,0,0,3,1
22448,1251112,206,65,26,12,6,3,0,1,1,1
22522,287466,10,0,0,0,5,0,0,0,2,1
22586,90649,12,0,0,0,36,0,0,0,2,1
22682,131892,0,42,0,0,15,0,0,0,1,1
23222,190283,0,37,1,0,6,0,0,0,1,1
23531,73381,22,3,0,2,0,0,0,0,8,1
24749,310954,1,0,0,0,39,0,0,0,4,1
25405,155607,0,0,0,0,0,0,0,0,3,1
25406,155602,6,0,0,0,5,0,0,0,1,1
26308,352862,63,22,14,1,4,1,0,0,1,1
29573,98635,0,39,0,16,0,2,0,3,1,1
29851,463094,79,163,9,0,13,0,0,0,2,1
9372,158261,0,0,0,0,5,0,1,0,3,1
9373,511987,2,58,0,2,0,0,0,0,1,1
9374,358341,63,18,2,0,0,0,0,0,11,1
9375,237370,0,0,0,0,30,0,0,0,5,1
9376,181536,0,0,0,0,5,0,1,0,3,1
9377,237370,0,0,0,0,30,0,0,0,5,1
9380,260565,50,23,0,11,7,0,11,0,13,1
9381,256013,0,4,0,0,4,0,3,0,1,1
9382,516640,2,60,0,2,0,0,0,0,1,1
9383,148958,0,0,0,0,0,0,0,0,2,1
9385,195488,8,0,0,0,0,0,0,0,14,1
9387,228076,7,3,0,0,0,0,0,0,9,1
9388,242053,0,0,0,0,0,0,0,0,7,1
9389,209412,8,17,0,8,6,0,11,0,13,1
9390,148958,0,0,0,0,0,0,0,0,2,1
9391,288585,2,0,17,0,0,3,0,0,3,1
9392,302566,0,0,7,0,0,1,0,0,1,1
9393,237397,0,0,0,0,6,0,0,0,2,1
9394,260658,8,0,0,0,0,0,0,0,14,1
9396,423584,1,2,0,0,14,0,0,0,4,1
9398,777339,37,0,6,0,0,1,0,0,2,1
9399,386216,0,26,0,9,0,4,0,108,2,1
9400,763374,37,0,6,0,0,1,0,0,2,1
9401,423586,0,18,0,0,0,0,0,0,1,1
9402,256006,1,0,0,0,14,0,0,0,4,1
9403,148937,0,21,0,0,0,0,0,0,2,1
9404,204798,8,0,0,0,0,0,0,0,14,1
9406,260673,0,0,1,0,0,3,0,0,3,1
9408,134988,0,0,0,0,0,0,0,0,7,1
9409,214076,0,0,0,0,0,0,0,0,54,1
9410,148958,0,0,0,0,0,0,0,0,2,1
9411,237336,8,20,0,11,6,0,11,0,13,1
9413,134988,0,0,0,0,0,0,0,0,7,1
9414,256010,0,0,0,0,12,0,0,0,3,1
9416,242053,3,0,0,0,0,0,0,0,4,1
9424,148958,0,0,0,0,0,0,0,0,2,1
9425,311853,0,0,0,0,30,0,0,0,2,1
9426,1000760,55,0,7,0,0,1,0,0,2,1
9427,223421,1,0,0,0,14,0,0,0,4,1
9428,223430,0,1,0,0,5,0,1,0,3,1
9429,446809,51,0,13,1,0,1,0,0,5,1
9430,167571,0,0,0,0,5,0,1,0,3,1
9438,214108,8,0,0,0,0,0,0,0,14,1
9439,344444,14,0,0,0,11,0,0,0,1,1
9440,344444,14,0,0,0,11,0,0,0,1,1
9441,176868,8,0,0,0,0,0,0,0,14,1
9443,349104,1,2,0,0,14,0,0,0,4,1
9444,418929,1,2,0,0,14,0,0,0,4,1
9446,418929,1,2,0,0,14,0,0,0,4,1
9452,437549,1,2,0,0,14,0,0,0,4,1
9453,279260,5,0,0,0,2,0,0,0,33,1
9454,274631,9,3,0,0,0,0,0,0,2,1
9455,423584,1,2,0,0,14,0,0,0,4,1
9458,265321,0,0,0,0,0,0,0,0,14,1
9467,172226,0,0,0,0,5,0,1,0,3,1
9468,279286,9,3,0,0,0,0,0,0,2,1
9469,256013,0,4,0,0,4,0,3,0,1,1
9471,162900,21,0,0,2,0,0,0,0,2,1
9473,158268,0,0,0,0,0,0,0,0,2,1
9475,228076,7,3,0,0,0,0,0,0,9,1
9476,442204,1,2,0,0,14,0,0,0,4,1
9484,470076,60,9,0,0,8,0,0,0,2,1
9487,134988,0,0,0,0,0,0,0,0,7,1
9488,223432,0,0,0,0,0,7,0,0,1,1
9490,265321,0,0,0,0,0,0,0,0,14,1
9491,167571,0,0,0,0,5,0,1,0,3,1
9492,1084550,55,0,7,0,0,1,0,0,2,1
9493,134988,0,0,0,0,0,0,0,0,7,1
9494,470063,73,9,0,0,8,0,0,0,2,1
9495,321165,0,0,0,0,28,0,0,0,2,1
9496,390960,2,0,49,0,0,7,0,0,2,1
9497,232742,0,0,0,0,0,7,0,0,1,1
9498,237370,17,0,0,0,16,0,0,0,2,1
9499,712078,19,0,76,22,0,18,0,0,2,1
9500,283941,9,3,0,0,0,0,0,0,2,1
9501,167571,0,0,0,0,5,0,1,0,3,1
9502,148958,0,0,0,0,0,0,0,0,2,1
