# Id_interactions,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,label
17313,446408,253,140,35,8,6,0,0,0,20,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
17386,465016,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
17387,460361,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
17388,465016,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
17429,474326,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
17430,400281,27,0,2,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
17498,469671,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
17591,516626,19,0,0,2,0,0,0,0,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1
17836,455706,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
18182,469671,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
18183,469671,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
19101,442165,39,0,1,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,1
19102,437510,39,0,1,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,1
19296,474782,0,0,2,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,1
19297,470095,39,0,1,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,1
19298,437454,2,2,48,5,0,0,21,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,0,0,0,13,1
19299,474712,31,2,2,2,0,0,0,0,52,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1
19300,512020,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,1
19301,832686,276,125,13,6,0,0,0,0,90,0,22,0,0,0,0,0,0,21,0,0,0,0,0,0,0,6,1
19302,414258,13,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1
19303,400280,24,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
20663,455706,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
21286,1116991,99,22,14,0,5,0,0,0,52,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,1
21575,432566,156,121,18,0,30,3,0,0,0,9,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,1
21576,404935,24,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21578,446360,300,136,35,10,6,0,0,0,21,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1
21579,469671,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
21740,483704,243,0,0,0,34,3,0,0,0,22,0,0,0,0,0,4,0,0,0,0,104,4,0,0,0,2,1
21795,428144,2,2,48,5,0,0,21,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,0,0,0,13,1
21816,446818,28,4,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21817,516687,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
21818,437520,24,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21819,279294,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
21900,474760,24,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21901,442165,39,0,1,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,1
21902,484075,13,0,0,0,0,2,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,1
21923,483618,275,140,35,8,6,0,0,0,25,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1
21924,441760,253,140,35,8,6,0,0,0,13,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
21945,456140,24,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21946,493392,2,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,2,1
21957,474326,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
21958,400291,15,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21959,1005261,109,22,14,0,5,0,0,0,52,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,1
21960,1107758,67,0,0,55,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
21991,1070518,67,0,0,55,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
21992,511814,135,73,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1
21993,321147,5,0,0,0,0,0,2,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,2,1
21994,316492,5,0,0,0,0,0,2,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,2,1
21995,493400,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,1
21996,437531,15,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
21997,1089138,67,0,0,55,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
21998,451052,274,135,35,10,6,0,0,0,13,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
21999,479401,6,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1
22000,428204,26,2,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22032,1056553,67,0,0,55,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
22033,595740,35,14,5,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1
22034,437520,24,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22035,437520,24,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22036,283933,9,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22037,395619,26,2,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22038,437527,20,0,2,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22039,442175,24,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22040,451063,253,140,35,8,6,0,0,0,20,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
22061,488684,20,4,4,0,0,0,0,0,54,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1
22062,498034,7,0,2,2,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22063,1112413,67,0,0,55,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
22064,418894,26,2,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22065,1121254,301,126,27,6,5,0,0,0,94,0,22,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,1
22066,651540,86,9,2,0,56,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22074,446830,24,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
22075,474308,275,140,35,8,6,0,0,0,25,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1
22253,470118,0,0,2,2,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22254,427911,156,121,18,0,30,3,0,0,0,9,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,1
22255,325842,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22256,451051,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
22356,488715,39,0,1,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,1
22607,479432,15,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,1,1
23207,1075090,99,22,14,0,5,0,0,0,58,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,1
23208,651540,86,9,2,0,56,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23209,670242,13,2,56,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23210,595740,35,14,5,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1
23211,498014,6,2,2,0,0,0,0,0,52,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1
23329,493366,6,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1
23341,1079828,67,0,0,55,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
23342,1103103,67,0,0,55,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
23343,1121719,67,0,0,59,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
23364,386349,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1
23365,451447,53,11,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1
23407,674815,86,9,2,0,56,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23408,451051,260,143,35,8,6,0,0,0,20,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1
23409,656195,86,9,2,0,56,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23410,390923,0,0,27,2,0,0,21,0,0,0,16,0,0,0,7,0,0,0,11,0,0,0,0,0,0,13,1
23411,684125,86,9,2,0,56,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23412,679470,86,9,2,0,56,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23413,460792,15,0,2,2,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,1
23414,428215,17,2,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1
23553,307175,5,0,0,0,0,0,2,0,0,0,0,0,43,0,3,0,0,0,0,0,0,0,0,0,0,2,1
23804,1014654,67,0,0,59,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
26103,437476,32,0,2,0,0,43,3,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,1,1
26157,600252,135,73,0,9,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1
26827,502691,12,0,2,2,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1
26828,470073,21,0,0,2,0,0,0,0,50,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1
26829,441876,156,121,18,0,30,3,0,0,0,9,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,1
26830,474745,6,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1
26831,390628,243,0,0,0,23,3,0,0,0,9,0,0,0,0,0,4,0,0,0,0,104,4,0,0,0,2,1
26832,409248,243,0,0,0,23,3,0,0,0,9,0,0,0,0,0,4,0,0,0,0,104,4,0,0,0,2,1
26833,344433,0,0,2,2,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2,1
